batch,Step,Period,TransNum,ActualSurplus,Efficiency,MarketPrice,OA,OB,TheoreticalSurplus
1,12,1,1,10.600000000000001,0.3212121212121213,32.863740900672404,29.81962074938607,32.863740900672404,33.0
1,108,1,2,15.8,0.4787878787878788,26.69919630426298,26.69919630426298,30.497716425332694,33.0
1,297,1,3,24.2,0.7333333333333333,25.820554976343093,25.820554976343093,31.32618405083198,33.0
1,570,2,1,30.2,0.4575757575757576,26.703172785975784,26.703172785975784,27.490781724110096,33.0
1,652,2,2,39.2,0.593939393939394,31.659348549095306,27.774978115004373,31.659348549095306,33.0
1,693,2,3,48.0,0.7272727272727273,26.405806540773888,24.457115265709923,26.405806540773888,33.0
1,793,2,4,50.39999999999999,0.7636363636363636,25.417777712963225,25.027644730729424,25.417777712963225,33.0
1,1008,3,1,60.19999999999999,0.608080808080808,28.78493413451001,28.78493413451001,32.980976322591296,33.0
1,1040,3,2,66.8,0.6747474747474748,26.181118785768298,25.912526565479915,26.181118785768298,33.0
1,1080,3,3,75.19999999999999,0.7595959595959595,25.884286700216407,25.884286700216407,31.96069085604773,33.0
1,1145,3,4,80.19999999999999,0.81010101010101,25.657592363108517,25.291927901275535,25.657592363108517,33.0
1,1308,3,5,83.0,0.8383838383838383,24.230172205769076,24.230172205769076,26.113140461712938,33.0
1,1502,4,1,92.6,0.7015151515151514,25.525031154142958,25.525031154142958,30.850234437800083,33.0
1,1581,4,2,99.0,0.75,25.75730306356986,25.75730306356986,27.735328644874954,33.0
1,1863,4,3,103.80000000000001,0.7863636363636365,26.896521254604327,25.23585525539893,26.896521254604327,33.0
1,2030,5,1,110.8,0.6715151515151515,26.43338167156022,26.43338167156022,27.526831961749767,33.0
1,2116,5,2,121.59999999999998,0.7369696969696968,34.61434432605012,32.96415889277494,34.61434432605012,33.0
1,2128,5,3,126.99999999999999,0.7696969696969697,25.750820548877634,25.750820548877634,29.964307102837783,33.0
1,2144,5,4,128.8,0.7806060606060606,26.20297944509232,25.75298009062872,26.20297944509232,33.0
1,2320,5,5,133.2,0.8072727272727273,24.673993270213032,24.673993270213032,26.3981170632342,33.0
1,2503,6,1,141.39999999999998,0.7141414141414141,25.343754375386492,25.343754375386492,29.198568200284555,33.0
1,2567,6,2,144.8,0.7313131313131314,28.41863762234306,27.580037840973628,28.41863762234306,33.0
1,2576,6,3,151.2,0.7636363636363636,29.94457412745477,27.436203729124774,29.94457412745477,33.0
1,2665,6,4,162.0,0.8181818181818182,27.21362049849576,25.265410527548205,27.21362049849576,33.0
1,2767,6,5,165.0,0.8333333333333334,24.083377644465006,24.083377644465006,24.290484276134286,33.0
1,3053,7,1,172.8,0.7480519480519481,25.30410789561028,25.30410789561028,30.481290885262208,33.0
1,3059,7,2,183.8,0.7956709956709958,25.3612838893603,25.3612838893603,29.623952403509563,33.0
1,3124,7,3,185.79999999999995,0.8043290043290041,25.073698683633296,25.073698683633296,25.721468681667194,33.0
1,3149,7,4,192.39999999999998,0.8329004329004328,26.57277433348294,24.679109497035707,26.57277433348294,33.0
1,3259,7,5,195.8,0.8476190476190477,28.08777678847922,26.283345100595927,28.08777678847922,33.0
1,3553,8,1,206.20000000000005,0.7810606060606062,25.41121898511214,25.41121898511214,33.73386249813139,33.0
1,3631,8,2,211.8,0.8022727272727274,28.861438892939212,28.861438892939212,30.368498663840537,33.0
1,3706,8,3,215.2,0.8151515151515151,26.055393365664955,26.055393365664955,28.34674384226102,33.0
1,3712,8,4,216.2,0.8189393939393939,26.48679570659739,26.48679570659739,26.96627398045437,33.0
1,3742,8,5,223.4,0.8462121212121212,27.67019768692149,27.67019768692149,29.205986684512894,33.0
1,4035,9,1,232.00000000000003,0.7811447811447813,24.720557076330937,24.720557076330937,29.24840281298169,33.0
1,4075,9,2,242.2,0.8154882154882155,33.89996065302067,31.02580254471792,33.89996065302067,33.0
1,4084,9,3,247.4,0.8329966329966331,28.027678417747012,28.027678417747012,30.831422206228304,33.0
1,4280,9,4,252.4,0.8498316498316498,25.789761388821546,25.789761388821546,26.57094966827344,33.0
1,4542,10,1,256.0,0.7757575757575758,25.565113774092023,25.565113774092023,27.655184577775717,33.0
1,4571,10,2,261.2,0.7915151515151515,26.650049753515397,26.650049753515397,29.991134967378382,33.0
1,4600,10,3,270.2,0.8187878787878787,30.878633464399694,30.878633464399694,32.15698749705388,33.0
1,4682,10,4,277.5999999999999,0.841212121212121,27.06644451688512,27.06644451688512,31.606800983151874,33.0
1,4796,10,5,280.3999999999999,0.8496969696969695,24.27068451367166,24.27068451367166,24.552509239296153,33.0
2,89,1,1,8.8,0.26666666666666666,25.05846144094335,25.05846144094335,31.577606952275048,33.0
2,125,1,2,14.600000000000001,0.44242424242424244,26.18605346211332,26.18605346211332,28.657620122897598,33.0
